CosechaID,FechaID,FechaCosecha,FundoID,ParcelaID,CuadrillaID,ProductorID,LoteCampoID,Campania,KgCosechados,KgRechazadosCampo,HorasHombre,CostoCosechaSoles
1990,20220914,2022-09-14,FND0048,PAR00198,CUAD014,PROD031,LC-2022-001990,2022,7569.92,564.22,101.58,6007.46
2003,20220928,2022-09-28,FND0049,PAR00199,CUAD009,PROD032,LC-2022-002003,2022,13850.07,914.52,161.53,12018.32
2013,20221018,2022-10-18,FND0049,PAR00200,CUAD011,PROD032,LC-2022-002013,2022,6207.7,369.98,68.86,4727.12
2030,20220927,2022-09-27,FND0049,PAR00201,CUAD011,PROD032,LC-2022-002030,2022,19074.33,1289.97,225.21,19353.62
2035,20221114,2022-11-14,FND0049,PAR00201,CUAD010,PROD032,LC-2022-002035,2022,8109.52,612.91,85.57,7373.54
2037,20220527,2022-05-27,FND0051,PAR00206,CUAD001,PROD034,LC-2022-002037,2022,4795.26,585.08,89.88,2811.67
2055,20220823,2022-08-23,FND0052,PAR00207,CUAD008,PROD035,LC-2022-002055,2022,10104.21,599.33,132.89,10898.8
2056,20220826,2022-08-26,FND0052,PAR00207,CUAD015,PROD035,LC-2022-002056,2022,7298.98,453.39,77.02,7069.41
2059,20220928,2022-09-28,FND0052,PAR00207,CUAD002,PROD035,LC-2022-002059,2022,9830.82,420.0,89.43,8782.88
2086,20221214,2022-12-14,FND0053,PAR00209,CUAD014,PROD036,LC-2022-002086,2022,6058.95,400.92,81.34,5404.19
2118,20220923,2022-09-23,FND0055,PAR00212,CUAD017,PROD038,LC-2022-002118,2022,9091.43,495.66,153.45,5160.93
2123,20220602,2022-06-02,FND0056,PAR00214,CUAD015,PROD039,LC-2022-002123,2022,858.82,32.49,9.47,805.79
2125,20220625,2022-06-25,FND0056,PAR00214,CUAD004,PROD039,LC-2022-002125,2022,15538.55,776.97,236.29,15353.18
2128,20220728,2022-07-28,FND0056,PAR00214,CUAD017,PROD039,LC-2022-002128,2022,4632.84,226.32,60.3,3152.65
2146,20220810,2022-08-10,FND0056,PAR00215,CUAD007,PROD039,LC-2022-002146,2022,7360.45,424.04,84.19,5685.64
2151,20221122,2022-11-22,FND0056,PAR00215,CUAD017,PROD039,LC-2022-002151,2022,11811.69,1114.64,134.09,12797.45
2158,20220506,2022-05-06,FND0056,PAR00217,CUAD012,PROD039,LC-2022-002158,2022,16738.86,1037.9,189.0,18690.89
2168,20220901,2022-09-01,FND0056,PAR00217,CUAD015,PROD039,LC-2022-002168,2022,4629.59,225.66,56.7,4932.2
2178,20220618,2022-06-18,FND0056,PAR00218,CUAD013,PROD039,LC-2022-002178,2022,4478.43,183.89,37.36,3834.53
2184,20220912,2022-09-12,FND0056,PAR00218,CUAD011,PROD039,LC-2022-002184,2022,12003.18,778.95,132.05,9528.03
2190,20221229,2022-12-29,FND0056,PAR00218,CUAD012,PROD039,LC-2022-002190,2022,10869.8,310.51,111.71,9511.62
2202,20220905,2022-09-05,FND0057,PAR00220,CUAD009,PROD039,LC-2022-002202,2022,7390.81,306.44,101.36,5618.27
2216,20220517,2022-05-17,FND0059,PAR00230,CUAD003,PROD039,LC-2022-002216,2022,11790.22,599.34,130.82,8165.53
2219,20220617,2022-06-17,FND0059,PAR00230,CUAD011,PROD039,LC-2022-002219,2022,4332.76,109.57,54.62,3943.17
2228,20220921,2022-09-21,FND0059,PAR00230,CUAD016,PROD039,LC-2022-002228,2022,8067.68,298.12,95.92,6299.99
2233,20221027,2022-10-27,FND0059,PAR00230,CUAD013,PROD039,LC-2022-002233,2022,2542.03,83.47,32.34,2250.06
2237,20220101,2022-01-01,FND0059,PAR00231,CUAD001,PROD039,LC-2022-002237,2022,9752.35,571.01,140.09,8616.84
2253,20220926,2022-09-26,FND0059,PAR00231,CUAD006,PROD039,LC-2022-002253,2022,12866.71,768.29,128.1,12019.3
2265,20220608,2022-06-08,FND0059,PAR00232,CUAD001,PROD039,LC-2022-002265,2022,18392.19,1260.39,213.35,15156.53
2271,20220808,2022-08-08,FND0059,PAR00232,CUAD012,PROD039,LC-2022-002271,2022,1643.12,50.82,23.55,1340.38
2272,20220812,2022-08-12,FND0059,PAR00232,CUAD008,PROD039,LC-2022-002272,2022,34009.12,2143.94,375.28,35970.21
2288,20220928,2022-09-28,FND0059,PAR00233,CUAD015,PROD039,LC-2022-002288,2022,5408.82,323.69,58.8,3973.56
2291,20220725,2022-07-25,FND0060,PAR00235,CUAD012,PROD040,LC-2022-002291,2022,4254.56,256.73,39.76,3755.42
2304,20220909,2022-09-09,FND0061,PAR00236,CUAD012,PROD041,LC-2022-002304,2022,11939.05,479.66,139.76,10920.77
2311,20220517,2022-05-17,FND0061,PAR00238,CUAD018,PROD041,LC-2022-002311,2022,2718.65,143.82,29.95,1948.32
2319,20220815,2022-08-15,FND0061,PAR00238,CUAD016,PROD041,LC-2022-002319,2022,3697.77,174.75,51.87,3147.6
2321,20220819,2022-08-19,FND0061,PAR00238,CUAD011,PROD041,LC-2022-002321,2022,20372.13,1821.57,232.4,17867.68
2326,20221027,2022-10-27,FND0061,PAR00238,CUAD013,PROD041,LC-2022-002326,2022,22505.7,1298.19,328.37,18823.47
2329,20220122,2022-01-22,FND0061,PAR00239,CUAD018,PROD041,LC-2022-002329,2022,12991.35,633.15,129.89,12969.44
2335,20220722,2022-07-22,FND0061,PAR00239,CUAD001,PROD041,LC-2022-002335,2022,29015.56,2120.94,429.77,20006.86
2338,20220808,2022-08-08,FND0061,PAR00239,CUAD014,PROD041,LC-2022-002338,2022,6719.67,656.15,85.7,4366.31
2345,20221115,2022-11-15,FND0061,PAR00239,CUAD006,PROD041,LC-2022-002345,2022,17797.96,651.55,196.82,14661.32
2349,20220528,2022-05-28,FND0062,PAR00240,CUAD018,PROD041,LC-2022-002349,2022,2428.0,154.82,30.21,1797.17
2352,20220623,2022-06-23,FND0062,PAR00240,CUAD017,PROD041,LC-2022-002352,2022,654.03,35.48,6.76,587.88
2358,20220823,2022-08-23,FND0062,PAR00240,CUAD012,PROD041,LC-2022-002358,2022,7640.77,799.86,77.63,5668.95
2367,20221105,2022-11-05,FND0062,PAR00240,CUAD001,PROD041,LC-2022-002367,2022,9658.15,621.78,93.24,7141.0
2389,20220113,2022-01-13,FND0062,PAR00243,CUAD007,PROD041,LC-2022-002389,2022,24487.29,1342.96,209.73,17696.1
2401,20220922,2022-09-22,FND0062,PAR00243,CUAD001,PROD041,LC-2022-002401,2022,3656.58,240.87,49.02,2417.83
2406,20221207,2022-12-07,FND0062,PAR00243,CUAD003,PROD041,LC-2022-002406,2022,1974.18,211.34,19.86,2059.73
2408,20220505,2022-05-05,FND0062,PAR00244,CUAD010,PROD041,LC-2022-002408,2022,7514.81,450.33,155.5,6037.1
2413,20220701,2022-07-01,FND0062,PAR00244,CUAD011,PROD041,LC-2022-002413,2022,6255.18,415.01,63.73,5889.43
2418,20220809,2022-08-09,FND0062,PAR00244,CUAD002,PROD041,LC-2022-002418,2022,4199.7,138.03,50.95,3343.93
2421,20220914,2022-09-14,FND0062,PAR00244,CUAD012,PROD041,LC-2022-002421,2022,8182.3,613.73,102.02,7547.03
2445,20221208,2022-12-08,FND0062,PAR00245,CUAD005,PROD041,LC-2022-002445,2022,33220.17,1855.3,370.35,33009.94
2448,20220523,2022-05-23,FND0063,PAR00246,CUAD009,PROD041,LC-2022-002448,2022,1874.84,97.0,26.86,1825.84
2451,20220629,2022-06-29,FND0063,PAR00246,CUAD017,PROD041,LC-2022-002451,2022,7297.16,396.79,64.62,5069.34
2453,20220722,2022-07-22,FND0063,PAR00246,CUAD016,PROD041,LC-2022-002453,2022,11123.86,906.23,154.29,7494.9
2454,20220728,2022-07-28,FND0063,PAR00246,CUAD008,PROD041,LC-2022-002454,2022,266.22,8.58,2.79,234.57
2472,20220822,2022-08-22,FND0063,PAR00247,CUAD002,PROD041,LC-2022-002472,2022,3071.97,137.06,40.05,2780.85
2478,20221209,2022-12-09,FND0063,PAR00247,CUAD002,PROD041,LC-2022-002478,2022,2700.7,151.36,40.17,2481.59
2484,20220729,2022-07-29,FND0063,PAR00248,CUAD013,PROD041,LC-2022-002484,2022,13975.78,1445.02,116.5,12969.73
2496,20220902,2022-09-02,FND0063,PAR00249,CUAD011,PROD041,LC-2022-002496,2022,379.18,35.54,5.32,351.46
2513,20221005,2022-10-05,FND0063,PAR00250,CUAD010,PROD041,LC-2022-002513,2022,6326.51,643.92,55.68,5542.37
2520,20220902,2022-09-02,FND0063,PAR00251,CUAD018,PROD041,LC-2022-002520,2022,3704.34,242.36,34.99,3590.01
2528,20220705,2022-07-05,FND0064,PAR00252,CUAD005,PROD041,LC-2022-002528,2022,2482.16,135.54,24.2,2091.97
2532,20220803,2022-08-03,FND0064,PAR00252,CUAD013,PROD041,LC-2022-002532,2022,1325.94,86.13,12.51,1274.81
2547,20220609,2022-06-09,FND0064,PAR00254,CUAD017,PROD041,LC-2022-002547,2022,10692.95,1084.81,131.29,7300.28
2555,20220706,2022-07-06,FND0064,PAR00255,CUAD009,PROD041,LC-2022-002555,2022,11830.95,820.42,191.44,11611.44
2577,20220719,2022-07-19,FND0064,PAR00257,CUAD012,PROD041,LC-2022-002577,2022,11943.69,680.71,165.15,9310.72
2609,20220809,2022-08-09,FND0065,PAR00260,CUAD013,PROD042,LC-2022-002609,2022,16108.5,1097.49,184.18,11186.1
2612,20221012,2022-10-12,FND0065,PAR00260,CUAD003,PROD042,LC-2022-002612,2022,22647.52,1557.69,236.37,12382.68
2616,20220111,2022-01-11,FND0065,PAR00261,CUAD012,PROD042,LC-2022-002616,2022,8952.46,603.94,149.29,7627.26
2620,20220615,2022-06-15,FND0065,PAR00261,CUAD008,PROD042,LC-2022-002620,2022,14210.27,1149.07,203.33,12713.68
2629,20220912,2022-09-12,FND0065,PAR00261,CUAD016,PROD042,LC-2022-002629,2022,6102.41,535.48,67.16,3792.32
2657,20220719,2022-07-19,FND0065,PAR00264,CUAD013,PROD042,LC-2022-002657,2022,9197.63,793.77,96.55,8077.54
2663,20221017,2022-10-17,FND0065,PAR00264,CUAD010,PROD042,LC-2022-002663,2022,5752.22,368.5,103.84,4628.38
2678,20220621,2022-06-21,FND0067,PAR00267,CUAD007,PROD044,LC-2022-002678,2022,4619.26,302.75,48.0,2994.18
2681,20220806,2022-08-06,FND0067,PAR00267,CUAD001,PROD044,LC-2022-002681,2022,4148.91,224.93,36.87,3879.09
2689,20221108,2022-11-08,FND0067,PAR00267,CUAD009,PROD044,LC-2022-002689,2022,4640.01,116.28,53.89,4234.91
2705,20221105,2022-11-05,FND0068,PAR00268,CUAD009,PROD045,LC-2022-002705,2022,11223.68,374.34,114.35,10842.3
2715,20230821,2023-08-21,FND0001,PAR00002,CUAD017,PROD001,LC-2023-002715,2023,22819.53,1765.47,237.44,23947.27
2743,20230602,2023-06-02,FND0001,PAR00004,CUAD005,PROD001,LC-2023-002743,2023,5195.72,281.67,78.54,5518.9
2755,20231108,2023-11-08,FND0001,PAR00004,CUAD009,PROD001,LC-2023-002755,2023,5623.94,193.64,69.8,5780.36
2761,20230704,2023-07-04,FND0001,PAR00005,CUAD010,PROD001,LC-2023-002761,2023,5205.64,349.65,95.93,3847.14
2772,20230110,2023-01-10,FND0002,PAR00006,CUAD010,PROD002,LC-2023-002772,2023,18297.58,1583.42,217.52,13339.76
2792,20231028,2023-10-28,FND0002,PAR00006,CUAD010,PROD002,LC-2023-002792,2023,6553.51,266.57,104.0,4169.04
2797,20230722,2023-07-22,FND0002,PAR00007,CUAD007,PROD002,LC-2023-002797,2023,2539.99,111.11,25.99,2214.92
2803,20230707,2023-07-07,FND0003,PAR00008,CUAD015,PROD003,LC-2023-002803,2023,5227.93,317.66,130.7,4543.22
2806,20230811,2023-08-11,FND0003,PAR00008,CUAD010,PROD003,LC-2023-002806,2023,1875.05,89.8,21.42,1562.44
2808,20230916,2023-09-16,FND0003,PAR00008,CUAD015,PROD003,LC-2023-002808,2023,10656.1,439.49,120.97,7910.96
2821,20230803,2023-08-03,FND0003,PAR00009,CUAD018,PROD003,LC-2023-002821,2023,12306.76,775.07,139.12,10605.76
2860,20230617,2023-06-17,FND0005,PAR00012,CUAD008,PROD005,LC-2023-002860,2023,2381.87,97.96,22.17,2390.69
2862,20230717,2023-07-17,FND0005,PAR00012,CUAD004,PROD005,LC-2023-002862,2023,9749.46,1017.47,88.84,8701.69
2865,20230801,2023-08-01,FND0005,PAR00012,CUAD005,PROD005,LC-2023-002865,2023,5149.05,528.5,57.68,4658.81
2877,20231127,2023-11-27,FND0005,PAR00012,CUAD004,PROD005,LC-2023-002877,2023,1212.79,103.01,13.04,843.55
2885,20230615,2023-06-15,FND0007,PAR00015,CUAD011,PROD007,LC-2023-002885,2023,4928.05,285.73,59.2,4064.68
2911,20230906,2023-09-06,FND0007,PAR00017,CUAD001,PROD007,LC-2023-002911,2023,13436.75,877.52,142.76,10679.04
2914,20231023,2023-10-23,FND0007,PAR00017,CUAD013,PROD007,LC-2023-002914,2023,8675.73,544.53,168.23,8218.05
2928,20230501,2023-05-01,FND0008,PAR00020,CUAD012,PROD007,LC-2023-002928,2023,1744.43,95.66,16.65,1618.01
2930,20230602,2023-06-02,FND0008,PAR00020,CUAD004,PROD007,LC-2023-002930,2023,548.6,35.7,7.54,479.38
2938,20230902,2023-09-02,FND0008,PAR00020,CUAD016,PROD007,LC-2023-002938,2023,4365.55,175.06,43.27,3763.82
2944,20231219,2023-12-19,FND0008,PAR00020,CUAD011,PROD007,LC-2023-002944,2023,6282.46,504.85,92.41,6682.57
2949,20231003,2023-10-03,FND0008,PAR00021,CUAD014,PROD007,LC-2023-002949,2023,13825.43,1042.91,125.67,11790.62
2953,20230831,2023-08-31,FND0008,PAR00022,CUAD004,PROD007,LC-2023-002953,2023,18683.24,1678.69,225.02,12589.9
2956,20231104,2023-11-04,FND0008,PAR00022,CUAD012,PROD007,LC-2023-002956,2023,5365.67,231.73,67.57,4777.96
2969,20230819,2023-08-19,FND0008,PAR00023,CUAD014,PROD007,LC-2023-002969,2023,20761.88,1305.44,218.35,18438.77
2983,20230608,2023-06-08,FND0008,PAR00024,CUAD009,PROD007,LC-2023-002983,2023,12428.24,881.69,115.1,10676.27
2994,20230930,2023-09-30,FND0008,PAR00024,CUAD011,PROD007,LC-2023-002994,2023,8823.93,586.19,154.4,9111.72
2997,20231127,2023-11-27,FND0008,PAR00024,CUAD011,PROD007,LC-2023-002997,2023,6850.72,568.03,56.32,5656.69
2999,20230125,2023-01-25,FND0008,PAR00025,CUAD015,PROD007,LC-2023-002999,2023,22744.32,1266.02,225.77,21713.82
3007,20230713,2023-07-13,FND0008,PAR00025,CUAD015,PROD007,LC-2023-003007,2023,9985.94,1045.79,96.76,9011.99
3014,20230922,2023-09-22,FND0008,PAR00025,CUAD003,PROD007,LC-2023-003014,2023,9221.98,498.42,94.32,8330.9
3015,20230925,2023-09-25,FND0008,PAR00025,CUAD002,PROD007,LC-2023-003015,2023,856.6,89.21,9.23,694.45
3016,20230926,2023-09-26,FND0008,PAR00025,CUAD002,PROD007,LC-2023-003016,2023,927.96,77.59,10.93,621.05
3018,20231005,2023-10-05,FND0008,PAR00025,CUAD003,PROD007,LC-2023-003018,2023,3280.98,137.46,43.04,2495.86
3026,20230909,2023-09-09,FND0009,PAR00026,CUAD007,PROD007,LC-2023-003026,2023,6792.62,379.75,68.92,6264.42
3027,20231027,2023-10-27,FND0009,PAR00026,CUAD015,PROD007,LC-2023-003027,2023,6800.73,209.9,70.4,6122.95
3028,20230515,2023-05-15,FND0009,PAR00027,CUAD014,PROD007,LC-2023-003028,2023,6222.16,435.8,91.41,5421.05
3036,20231004,2023-10-04,FND0009,PAR00027,CUAD006,PROD007,LC-2023-003036,2023,5130.23,398.23,56.38,4322.2
3038,20230119,2023-01-19,FND0009,PAR00028,CUAD002,PROD007,LC-2023-003038,2023,2477.79,105.59,38.19,2214.9
3044,20230703,2023-07-03,FND0009,PAR00028,CUAD017,PROD007,LC-2023-003044,2023,3800.17,202.54,37.59,2783.8
3059,20231228,2023-12-28,FND0009,PAR00028,CUAD001,PROD007,LC-2023-003059,2023,7419.72,487.24,70.47,5209.69
3078,20231012,2023-10-12,FND0009,PAR00029,CUAD007,PROD007,LC-2023-003078,2023,8213.32,471.34,63.13,6648.59
3080,20231128,2023-11-28,FND0009,PAR00029,CUAD003,PROD007,LC-2023-003080,2023,10497.37,360.17,106.66,10994.98
3099,20230530,2023-05-30,FND0009,PAR00031,CUAD003,PROD007,LC-2023-003099,2023,6533.17,515.83,89.91,6434.37
3102,20230717,2023-07-17,FND0009,PAR00031,CUAD011,PROD007,LC-2023-003102,2023,2872.15,185.2,26.27,2276.38
3116,20230126,2023-01-26,FND0009,PAR00032,CUAD001,PROD007,LC-2023-003116,2023,18533.61,989.7,291.38,15624.29
3119,20230614,2023-06-14,FND0009,PAR00032,CUAD008,PROD007,LC-2023-003119,2023,9208.43,770.05,98.67,7918.32
3129,20230503,2023-05-03,FND0010,PAR00034,CUAD017,PROD008,LC-2023-003129,2023,4132.78,241.34,50.93,3582.51
3155,20230923,2023-09-23,FND0010,PAR00035,CUAD001,PROD008,LC-2023-003155,2023,1496.24,41.39,12.16,1443.47
3170,20230918,2023-09-18,FND0011,PAR00036,CUAD005,PROD008,LC-2023-003170,2023,13885.72,885.43,144.83,12714.71
3188,20230602,2023-06-02,FND0011,PAR00038,CUAD012,PROD008,LC-2023-003188,2023,5694.11,329.5,85.26,3172.92
3194,20230925,2023-09-25,FND0011,PAR00038,CUAD007,PROD008,LC-2023-003194,2023,7994.65,472.23,79.08,7878.62
3195,20230927,2023-09-27,FND0011,PAR00038,CUAD014,PROD008,LC-2023-003195,2023,1274.35,63.86,13.34,1126.09
3205,20230823,2023-08-23,FND0011,PAR00039,CUAD017,PROD008,LC-2023-003205,2023,18480.5,586.13,196.72,10132.1
3207,20230831,2023-08-31,FND0011,PAR00039,CUAD006,PROD008,LC-2023-003207,2023,1859.76,81.3,37.91,1735.54
3223,20230809,2023-08-09,FND0012,PAR00040,CUAD009,PROD009,LC-2023-003223,2023,18465.85,709.96,157.52,18674.44
3232,20231127,2023-11-27,FND0012,PAR00040,CUAD014,PROD009,LC-2023-003232,2023,4129.28,178.77,73.25,3342.64
3245,20230705,2023-07-05,FND0013,PAR00042,CUAD018,PROD010,LC-2023-003245,2023,12918.37,332.68,158.13,9329.08
3252,20231005,2023-10-05,FND0013,PAR00042,CUAD018,PROD010,LC-2023-003252,2023,10415.61,619.54,116.5,7305.27
3255,20231201,2023-12-01,FND0013,PAR00042,CUAD009,PROD010,LC-2023-003255,2023,5323.79,302.12,80.02,4069.48
3269,20230607,2023-06-07,FND0013,PAR00044,CUAD017,PROD010,LC-2023-003269,2023,8448.59,850.15,83.01,5901.46
3289,20230725,2023-07-25,FND0014,PAR00045,CUAD007,PROD011,LC-2023-003289,2023,2469.3,292.26,29.85,1926.29
3290,20230801,2023-08-01,FND0014,PAR00045,CUAD007,PROD011,LC-2023-003290,2023,9802.06,394.16,217.07,9799.88
3300,20230110,2023-01-10,FND0014,PAR00046,CUAD014,PROD011,LC-2023-003300,2023,5820.92,577.22,77.16,5615.5
3306,20230708,2023-07-08,FND0014,PAR00046,CUAD002,PROD011,LC-2023-003306,2023,16634.14,1225.87,249.63,16251.97
3308,20230727,2023-07-27,FND0014,PAR00046,CUAD017,PROD011,LC-2023-003308,2023,6892.75,345.87,85.63,5436.4
3324,20230602,2023-06-02,FND0014,PAR00047,CUAD010,PROD011,LC-2023-003324,2023,7399.17,325.38,81.49,7003.01
3326,20230809,2023-08-09,FND0014,PAR00047,CUAD005,PROD011,LC-2023-003326,2023,5375.89,159.35,58.84,4500.03
3354,20230802,2023-08-02,FND0015,PAR00051,CUAD002,PROD011,LC-2023-003354,2023,3726.52,290.12,52.74,2988.81
3370,20230606,2023-06-06,FND0016,PAR00052,CUAD012,PROD012,LC-2023-003370,2023,643.89,16.36,7.69,554.14
3373,20230731,2023-07-31,FND0016,PAR00052,CUAD008,PROD012,LC-2023-003373,2023,12096.38,466.92,112.84,11764.33
3376,20230831,2023-08-31,FND0016,PAR00052,CUAD005,PROD012,LC-2023-003376,2023,10377.39,558.15,232.34,8942.39
3379,20231016,2023-10-16,FND0016,PAR00052,CUAD010,PROD012,LC-2023-003379,2023,10295.42,902.46,139.7,8692.43
3388,20231014,2023-10-14,FND0016,PAR00053,CUAD007,PROD012,LC-2023-003388,2023,10840.95,715.98,128.51,9052.85
3394,20230620,2023-06-20,FND0017,PAR00055,CUAD010,PROD013,LC-2023-003394,2023,9395.1,606.14,124.28,6740.52
3419,20230916,2023-09-16,FND0017,PAR00056,CUAD013,PROD013,LC-2023-003419,2023,4424.27,389.12,56.95,4590.32
3422,20231120,2023-11-20,FND0017,PAR00056,CUAD004,PROD013,LC-2023-003422,2023,5011.58,264.71,55.68,3858.39
3430,20230811,2023-08-11,FND0017,PAR00057,CUAD015,PROD013,LC-2023-003430,2023,8544.05,238.35,106.04,5623.18
3435,20231117,2023-11-17,FND0017,PAR00057,CUAD005,PROD013,LC-2023-003435,2023,1953.37,120.47,18.62,1437.1
3438,20230706,2023-07-06,FND0017,PAR00058,CUAD005,PROD013,LC-2023-003438,2023,13161.18,1100.08,147.24,11603.0
3442,20230120,2023-01-20,FND0017,PAR00059,CUAD016,PROD013,LC-2023-003442,2023,10430.82,731.47,125.56,8140.52
3448,20230802,2023-08-02,FND0017,PAR00059,CUAD002,PROD013,LC-2023-003448,2023,1543.66,90.89,14.4,1069.16
3449,20230815,2023-08-15,FND0017,PAR00059,CUAD014,PROD013,LC-2023-003449,2023,1183.81,70.25,12.4,1024.4
3450,20230829,2023-08-29,FND0017,PAR00059,CUAD011,PROD013,LC-2023-003450,2023,1740.97,44.36,26.39,1370.3
3462,20230817,2023-08-17,FND0018,PAR00061,CUAD006,PROD013,LC-2023-003462,2023,11563.21,816.56,144.46,10550.11
3464,20231020,2023-10-20,FND0018,PAR00061,CUAD014,PROD013,LC-2023-003464,2023,16421.48,599.52,159.4,16194.3
3469,20230608,2023-06-08,FND0018,PAR00062,CUAD014,PROD013,LC-2023-003469,2023,3869.53,276.48,30.22,3145.17
3474,20230822,2023-08-22,FND0018,PAR00062,CUAD016,PROD013,LC-2023-003474,2023,9069.12,579.54,90.56,7866.42
3475,20230902,2023-09-02,FND0018,PAR00062,CUAD013,PROD013,LC-2023-003475,2023,4247.56,211.87,51.52,3465.9
3478,20231016,2023-10-16,FND0018,PAR00062,CUAD014,PROD013,LC-2023-003478,2023,10001.62,869.83,150.66,8743.54
3479,20231104,2023-11-04,FND0018,PAR00062,CUAD004,PROD013,LC-2023-003479,2023,380.68,24.51,4.71,315.96
3502,20230930,2023-09-30,FND0019,PAR00065,CUAD011,PROD014,LC-2023-003502,2023,9048.52,293.34,115.36,7700.5
3509,20230721,2023-07-21,FND0020,PAR00066,CUAD002,PROD015,LC-2023-003509,2023,8427.98,817.08,88.72,7688.97
3520,20230719,2023-07-19,FND0020,PAR00067,CUAD011,PROD015,LC-2023-003520,2023,1677.16,78.35,21.83,1404.08
3527,20230913,2023-09-13,FND0020,PAR00067,CUAD014,PROD015,LC-2023-003527,2023,1630.16,114.46,25.05,1462.43
3541,20230603,2023-06-03,FND0020,PAR00068,CUAD011,PROD015,LC-2023-003541,2023,9152.32,341.09,99.81,8633.29
3543,20230701,2023-07-01,FND0020,PAR00068,CUAD017,PROD015,LC-2023-003543,2023,9251.59,386.77,114.53,9282.57
3547,20230818,2023-08-18,FND0020,PAR00068,CUAD009,PROD015,LC-2023-003547,2023,9414.08,457.41,118.09,8699.43
3560,20230624,2023-06-24,FND0021,PAR00069,CUAD015,PROD016,LC-2023-003560,2023,7780.62,250.69,102.99,7223.23
3574,20230616,2023-06-16,FND0022,PAR00071,CUAD007,PROD017,LC-2023-003574,2023,14393.12,1020.54,144.08,12322.13
3586,20231031,2023-10-31,FND0022,PAR00071,CUAD001,PROD017,LC-2023-003586,2023,4940.18,393.18,52.01,4195.55
3593,20230613,2023-06-13,FND0022,PAR00072,CUAD015,PROD017,LC-2023-003593,2023,4230.75,181.01,37.98,3918.25
3600,20230823,2023-08-23,FND0022,PAR00072,CUAD012,PROD017,LC-2023-003600,2023,6247.77,538.54,99.45,6250.7
3615,20230531,2023-05-31,FND0022,PAR00073,CUAD011,PROD017,LC-2023-003615,2023,10514.48,746.78,127.55,11344.5
3616,20230606,2023-06-06,FND0022,PAR00073,CUAD015,PROD017,LC-2023-003616,2023,9318.13,912.68,100.3,6292.73
3622,20230825,2023-08-25,FND0022,PAR00073,CUAD004,PROD017,LC-2023-003622,2023,20888.97,1248.52,182.54,18256.48
3636,20230828,2023-08-28,FND0022,PAR00074,CUAD009,PROD017,LC-2023-003636,2023,30147.94,2429.44,301.93,26789.99
3648,20230725,2023-07-25,FND0023,PAR00077,CUAD011,PROD017,LC-2023-003648,2023,2855.78,217.39,33.89,2578.69
3652,20230508,2023-05-08,FND0023,PAR00078,CUAD003,PROD017,LC-2023-003652,2023,8039.98,523.66,87.33,7695.59
3670,20230617,2023-06-17,FND0023,PAR00080,CUAD018,PROD017,LC-2023-003670,2023,10238.83,495.82,81.52,7922.6
3681,20230919,2023-09-19,FND0023,PAR00080,CUAD011,PROD017,LC-2023-003681,2023,8303.33,403.13,124.66,7270.77
3690,20230510,2023-05-10,FND0024,PAR00081,CUAD008,PROD018,LC-2023-003690,2023,13227.3,789.98,149.17,10709.04
3693,20230718,2023-07-18,FND0024,PAR00081,CUAD010,PROD018,LC-2023-003693,2023,6458.74,509.35,95.08,5075.11
3699,20230929,2023-09-29,FND0024,PAR00081,CUAD002,PROD018,LC-2023-003699,2023,4755.52,204.16,56.58,3816.24
3704,20230121,2023-01-21,FND0024,PAR00082,CUAD017,PROD018,LC-2023-003704,2023,7308.45,284.58,91.47,4938.21
3708,20230609,2023-06-09,FND0024,PAR00082,CUAD015,PROD018,LC-2023-003708,2023,9805.35,585.61,119.51,9809.41
3729,20230630,2023-06-30,FND0024,PAR00083,CUAD012,PROD018,LC-2023-003729,2023,18265.84,1005.55,191.24,13240.78
3752,20231012,2023-10-12,FND0024,PAR00084,CUAD009,PROD018,LC-2023-003752,2023,10993.32,411.08,126.22,11386.98
3777,20230717,2023-07-17,FND0024,PAR00086,CUAD008,PROD018,LC-2023-003777,2023,2338.33,163.95,35.46,1743.77
3782,20230825,2023-08-25,FND0024,PAR00086,CUAD012,PROD018,LC-2023-003782,2023,18293.17,1194.0,200.85,19247.49
3785,20230925,2023-09-25,FND0024,PAR00086,CUAD015,PROD018,LC-2023-003785,2023,12033.73,705.0,93.37,10991.53
3791,20231124,2023-11-24,FND0024,PAR00086,CUAD018,PROD018,LC-2023-003791,2023,2471.9,237.09,49.65,2208.26
3805,20230721,2023-07-21,FND0025,PAR00088,CUAD008,PROD018,LC-2023-003805,2023,4362.37,209.32,36.96,3608.68
3814,20230617,2023-06-17,FND0025,PAR00089,CUAD010,PROD018,LC-2023-003814,2023,6171.39,453.68,63.21,6295.06
3822,20230918,2023-09-18,FND0025,PAR00089,CUAD002,PROD018,LC-2023-003822,2023,705.41,71.89,7.53,564.61
3834,20230624,2023-06-24,FND0025,PAR00090,CUAD007,PROD018,LC-2023-003834,2023,3181.96,249.16,31.87,2531.41
3835,20230712,2023-07-12,FND0025,PAR00090,CUAD010,PROD018,LC-2023-003835,2023,3353.2,140.96,36.44,3350.68
3838,20230718,2023-07-18,FND0025,PAR00090,CUAD004,PROD018,LC-2023-003838,2023,12148.85,443.49,303.72,10815.64
3845,20230920,2023-09-20,FND0025,PAR00090,CUAD002,PROD018,LC-2023-003845,2023,2920.9,117.18,29.49,2779.4
